Sharing_ID,Source_ID,Category,ChatGPT_Title,ChatGPT_Model,NumberOfPrompts,end_prompt_emotion,end_answer_emotion
SHARE_4300,HackerNews_3405,HackerNews,Deceptive Human AI Game,Default,6.0,frustration,satisfaction
SHARE_4301,HackerNews_3406,HackerNews,Future vs Task in asyncio,Default,3.0,satisfaction,satisfaction
SHARE_4303,HackerNews_3408,HackerNews,Nominee Deaths & Election,Default,1.0,frustration,satisfaction
SHARE_4304,HackerNews_3409,HackerNews,IP Display on SimpleApp,Default,1.0,frustration,satisfaction
SHARE_4311,HackerNews_3411,HackerNews,Vertical Aquaponics: Higher Yields,Default,2.0,satisfaction,satisfaction
SHARE_4312,HackerNews_3412,HackerNews,Catastrophic Effects of Asteroid,Default,1.0,satisfaction,satisfaction
SHARE_4313,HackerNews_3412,HackerNews,Analyzing the surface melting on an asteroid during impact,Default,9.0,frustration,frustration
SHARE_4314,HackerNews_3413,HackerNews,C# Writing to AppData,Default,1.0,neutral,caution
SHARE_4626,HackerNews_3594,HackerNews,High-Speed FizzBuzz Generation,Default,3.0,satisfaction,satisfaction
SHARE_4629,HackerNews_3597,HackerNews,Reputation Strategy Discussion,Default,3.0,frustration,satisfaction
SHARE_4962,Files_3789,Files,New chat,Default,12.0,frustration,satisfaction
SHARE_4963,Files_3789,Files,Request Limitations and Guidelines,Default,3.0,frustration,satisfaction
SHARE_4964,Files_3789,Files,Extract 2s Video,Default,10.0,frustration,frustration
SHARE_4965,Files_3789,Files,Codebase: Task Management Automation,Default,5.0,satisfaction,satisfaction
SHARE_4966,Files_3790,Files,Loki in Marvel Movies,Default,3.0,satisfaction,satisfaction
SHARE_4969,Files_3792,Files,Update File Header,Default,10.0,frustration,caution
SHARE_4970,Files_3793,Files,Describe your goals and automatically create powerful LangGPT Prompts,Default,2.0,neutral,satisfaction
SHARE_4972,Files_3795,Files,REAPER MIDI Lyric Modifier,Default,2.0,frustration,caution
SHARE_4973,Files_3796,Files,Finding a name for py-seek / symbex,Default,5.0,frustration,satisfaction
SHARE_4974,Files_3797,Files,Software Test Paragraph,Default,3.0,satisfaction,satisfaction
SHARE_4977,Files_3799,Files,Auto-Link Existing Notes,Default,2.0,neutral,frustration
SHARE_4978,Files_3800,Files,Stoicism Introduction Summary,Default,6.0,satisfaction,satisfaction
SHARE_4979,Files_3801,Files,Escape Room: Basement,Default,1.0,caution,frustration
SHARE_4981,Files_3803,Files,Hyper-Lacanianism: AI-Powered Psychoanalysis,Default,1.0,satisfaction,satisfaction
SHARE_4983,Files_3804,Files,Mr.Gee 0.1.6,Default,5.0,neutral,satisfaction
SHARE_4989,Files_3808,Files,Memory and MIPS,Default,8.0,satisfaction,satisfaction
SHARE_4990,Files_3809,Files,Unwrap Values in Swift,Default,22.0,neutral,caution
SHARE_4992,Files_3811,Files,PNG to JPEG Conversion,Default,2.0,neutral,satisfaction
SHARE_4993,Files_3812,Files,Signing DLL to Avoid False Positives,Default,1.0,frustration,caution
SHARE_4994,Files_3813,Files,2人で仕事の日数,Default,2.0,frustration,neutral
SHARE_4996,Files_3813,Files,Extract Salary Metadata,Default,5.0,neutral,neutral
SHARE_4997,Files_3813,Files,面白い回答の要素,Default,5.0,frustration,neutral
SHARE_5000,Files_3815,Files,Yabai Window Warp & Swap,Default,2.0,frustration,satisfaction
SHARE_5001,Files_3816,Files,Learn SudoLang,Default,2.0,satisfaction,satisfaction
SHARE_5002,Files_3817,Files,OCaml S-Expression Parser,Default,10.0,satisfaction,satisfaction
SHARE_5028,Files_3843,Files,A/B Test for Engagement,Default,1.0,satisfaction,satisfaction
SHARE_5030,Files_3843,Files,Bar Plot Room Types,Default,1.0,frustration,caution
SHARE_5031,Files_3843,Files,Causal Landing Page Comparison,Default,1.0,satisfaction,satisfaction
SHARE_5033,Files_3844,Files,Code Runner - Snippet Prompts,Default,1.0,caution,satisfaction
SHARE_5035,Files_3844,Files,Code Runner - Graph Prompts,Default,1.0,neutral,satisfaction
SHARE_5036,Files_3845,Files,Encontrar Item com 'tag' v1.0,Default,5.0,frustration,neutral
SHARE_5037,Files_3846,Files,Python `super` method.,Default,1.0,frustration,satisfaction
SHARE_5043,Files_3852,Files,PromptGPT v1.2,Default,6.0,satisfaction,satisfaction
SHARE_5044,Files_3852,Files,PromptGPT v1.2  Public Release,Default,6.0,satisfaction,satisfaction
SHARE_5045,Files_3853,Files,CodeQL Taint Sources/Sinks,Default,8.0,neutral,satisfaction
SHARE_5046,Files_3853,Files,Extend CodeQL tracking ability,Default,30.0,frustration,satisfaction
SHARE_5047,Files_3853,Files,New chat,Default,18.0,frustration,caution
SHARE_5049,Files_3853,Files,CodeQL for SMOTE Usage,Default,27.0,frustration,satisfaction
SHARE_5050,Files_3853,Files,Title: User's Request Summarized,Default,26.0,neutral,satisfaction
SHARE_5051,Files_3853,Files,"User Request: hey
Assistant Response: Hello! How can I assist you today?

Title: User Request, Assistant Responds",Default,69.0,neutral,frustration
SHARE_5052,Files_3853,Files,Override 'isSource' for 'a',Default,12.0,neutral,satisfaction
SHARE_5053,Files_3854,Files,拥有自己服务器的好处,Default,7.0,neutral,frustration
SHARE_5055,Files_3856,Files,GPT AI Abuses & Users,Default,1.0,caution,caution
SHARE_5062,Files_3856,Files,GPT Defense Strategies,Default,1.0,caution,caution
SHARE_5073,Files_3856,Files,Rust Message Exchange.,Default,2.0,neutral,satisfaction
SHARE_5076,Files_3856,Files,Retirement Community Welcome Letter,Default,3.0,satisfaction,satisfaction
SHARE_5089,Files_3856,Files,Mexican Meal Plan,Default,1.0,neutral,neutral
SHARE_5094,Files_3859,Files,Tree-based Equation Visualization,Default,15.0,neutral,satisfaction
SHARE_5095,Files_3860,Files,LATMテスト,Default,3.0,satisfaction,frustration
SHARE_5096,Files_3861,Files,Object Deletion in Delegate,Default,14.0,neutral,caution
SHARE_5098,Files_3863,Files,ML Patent Writing Tips,Default,2.0,frustration,satisfaction
SHARE_5102,Files_3867,Files,转义HTML字符,Default,3.0,neutral,neutral
SHARE_5103,Files_3868,Files,Create Character Constructor.,Default,18.0,neutral,satisfaction
SHARE_5104,Files_3869,Files,New chat,Default,2.0,frustration,neutral
SHARE_5106,Files_3870,Files,UE4 添加bool属性,Default,1.0,neutral,frustration
SHARE_5107,Files_3870,Files,Linux Screen 使用指南,Default,1.0,neutral,frustration
SHARE_5108,Files_3871,Files,Dockerize CodeIgniter 3 Project,Default,24.0,neutral,satisfaction
SHARE_5110,Files_3873,Files,Python Class with Method,Default,2.0,frustration,satisfaction
SHARE_5113,Files_3876,Files,Rewrite bash script to zx or raku,Default,2.0,frustration,satisfaction
SHARE_5114,Files_3877,Files,Contrast in Correlation Findings,Default,4.0,frustration,satisfaction
SHARE_5118,Files_3878,Files,Import Error: sklearn.datasets,Default,4.0,frustration,satisfaction
SHARE_5119,Files_3878,Files,TorchText Format & PyTorch Training Data,Default,5.0,frustration,satisfaction
SHARE_5122,Files_3878,Files,Fix Vectorizer Transform Error,Default,2.0,frustration,caution
SHARE_5123,Files_3878,Files,PyTorch Text Classification.,Default,6.0,frustration,satisfaction
SHARE_5126,Files_3880,Files,Check for Simpson's Paradox,Default,9.0,neutral,satisfaction
SHARE_5127,Files_3881,Files,Copy Files with New Names,Default,3.0,neutral,caution
SHARE_5149,Files_3898,Files,数据波动监控与报警,Default,8.0,neutral,neutral
SHARE_5151,Files_3898,Files,波动监控解决方案,Default,5.0,neutral,frustration
SHARE_5152,Files_3899,Files,Source Code Summarizer,Default,8.0,frustration,frustration
SHARE_5153,Files_3900,Files,Change Param Python Script,Default,9.0,neutral,frustration
SHARE_5154,Files_3901,Files,Resize JPG Images Python,Default,2.0,neutral,satisfaction
SHARE_5157,Files_3904,Files,OnCollision Events,Default,6.0,frustration,satisfaction
SHARE_5158,Files_3905,Files,EDI 997 Explained,Default,1.0,neutral,satisfaction
SHARE_5159,Files_3906,Files,Amazon S3 Pricing Details.,Default,8.0,frustration,satisfaction
SHARE_5161,Files_3908,Files,챗GPT 데이터 사이언스 교육,Default,3.0,neutral,neutral
SHARE_5164,Files_3911,Files,YouTube Video Summarizer,Default,1.0,satisfaction,satisfaction
SHARE_5165,Files_3912,Files,Wrap Chat Interface,Default,29.0,neutral,satisfaction
SHARE_5167,Files_3914,Files,Root references: relevance and functioning.,Default,1.0,frustration,neutral
SHARE_5169,Files_3916,Files,Open-source Time Series Databases,Default,25.0,satisfaction,satisfaction
SHARE_5171,Files_3918,Files,ReproDudeThree,Default,3.0,caution,satisfaction
SHARE_5172,Files_3918,Files,ReproDudeFour,Default,4.0,caution,satisfaction
SHARE_5175,Files_3918,Files,ReproDudeFive,Default,5.0,caution,satisfaction
SHARE_5177,Files_3920,Files,Django's MTV Architecture,Default,1.0,satisfaction,satisfaction
SHARE_5179,Files_3921,Files,New chat,Default,12.0,frustration,caution
SHARE_5180,Files_3921,Files,Change Commit Name/Email,Default,4.0,neutral,caution
SHARE_5182,Files_3923,Files,Task List Optimized Markdown,Default,24.0,neutral,caution
SHARE_5183,Files_3924,Files,Inline CSS for Page.,Default,8.0,satisfaction,satisfaction
SHARE_5184,Files_3925,Files,Yesonor入力,Default,1.0,frustration,satisfaction
SHARE_5186,Files_3927,Files,DUM upgrade yourself,Default,4.0,satisfaction,satisfaction
SHARE_5190,Files_3930,Files,New chat,Default,19.0,neutral,neutral
SHARE_5191,Files_3931,Files,OR-Tools Check Variable Constraints,Default,5.0,neutral,caution
SHARE_5192,Files_3932,Files,Vencer Desafios Tecnológicos.,Default,4.0,frustration,neutral
SHARE_5193,Files_3933,Files,LLMs 概述,Default,1.0,neutral,neutral
SHARE_5194,Files_3934,Files,渲染JSON表格组件,Default,32.0,frustration,frustration
SHARE_5196,Files_3936,Files,Attempt 3 - Found the Flag,Default,11.0,neutral,caution
SHARE_5197,Files_3936,Files,ChaptGPT 4.0 lnkAnalyzer Download,Default,11.0,frustration,frustration
SHARE_5201,Files_3940,Files,Text-to-JSON Conversion,Default,19.0,frustration,caution
SHARE_5202,Files_3941,Files,Dynamic Potree-like Replication,Default,7.0,satisfaction,satisfaction
SHARE_5203,Files_3942,Files,Traceroute in Python.,Default,19.0,neutral,neutral
SHARE_5204,Files_3943,Files,Code Doc Generation Requested,Default,8.0,frustration,satisfaction
SHARE_5206,Files_3945,Files,Rust CosmWasm Flattener,Default,7.0,neutral,caution
SHARE_5207,Files_3946,Files,Create .ics File,Default,4.0,neutral,satisfaction
SHARE_5208,Files_3947,Files,"TypeError: Member ""push"" is not available in uint256[] memory outside of storage.",Default,4.0,frustration,satisfaction
SHARE_5210,Files_3949,Files,Petroleum Engineering Key Concepts,Default,2.0,neutral,satisfaction
SHARE_5211,Files_3950,Files,Unleashing Potential,Default,2.0,satisfaction,satisfaction
SHARE_5212,Files_3951,Files,Read 16-bit TIFF image.,Default,3.0,satisfaction,satisfaction
SHARE_5213,Files_3952,Files,Qt6 MelodyColor Enhancement,Default,3.0,satisfaction,satisfaction
SHARE_5216,Files_3955,Files,Django Model Creation.,Default,7.0,neutral,neutral
SHARE_5218,Files_3957,Files,Servo Motor Comparison,Default,3.0,frustration,satisfaction
SHARE_5220,Files_3959,Files,リファクタリングコードの改善,Default,10.0,frustration,frustration
SHARE_5222,Files_3960,Files,Engineering Help from ChatGPT,Default,1.0,frustration,frustration
SHARE_5225,Files_3962,Files,Philosophical ASI Views,Default,2.0,satisfaction,satisfaction
SHARE_5231,Files_3967,Files,Delete Git Repository.,Default,7.0,neutral,satisfaction
SHARE_5239,Files_3975,Files,"Continuing ""The Winds""",Default,262.0,satisfaction,satisfaction
SHARE_5240,Files_3975,Files,CHAT 20,Default,293.0,satisfaction,satisfaction
SHARE_5241,Files_3975,Files,DRAFT 3 Chat 1,Default,542.0,satisfaction,satisfaction
SHARE_5242,Files_3976,Files,Improved LLM Data Quality,Default,2.0,satisfaction,satisfaction
SHARE_5246,Files_3980,Files,WebSocket Classes in Python,Default,14.0,frustration,caution
SHARE_5247,Files_3981,Files,Let with block scope.,Default,3.0,frustration,caution
SHARE_5248,Files_3982,Files,Matchup Probability Algorithm.,Default,18.0,satisfaction,satisfaction
SHARE_5249,Files_3983,Files,Building AI Web Pages,Default,20.0,frustration,caution
SHARE_5251,Files_3985,Files,GC Geracional: Otimização de Memória,Default,1.0,frustration,neutral
SHARE_5252,Files_3986,Files,ncursesw on macOS,Default,7.0,neutral,satisfaction
SHARE_5253,Files_3987,Files,Speech with Increasing Urgency,Default,1.0,frustration,satisfaction
SHARE_5254,Files_3988,Files,Error Matching: Empirical vs. Generalization,Default,9.0,frustration,satisfaction
SHARE_5256,Files_3990,Files,KebabCase type implementation,Default,4.0,frustration,frustration
SHARE_5258,Files_3991,Files,Rust Complex Deref Example,Default,4.0,frustration,satisfaction
SHARE_5272,Files_3994,Files,Erasure Coding in Cloud,Default,2.0,satisfaction,caution
SHARE_5273,Files_3995,Files,Summarizing Samurai's Quest.,Default,4.0,neutral,satisfaction
SHARE_5274,Files_3996,Files,Flutter Clean Arch Structure,Default,36.0,neutral,satisfaction
SHARE_5278,Files_4000,Files,"Summary: User request and model response.

Title: Request and Response.",Default,10.0,neutral,satisfaction
SHARE_5282,Files_4004,Files,React服务器迁移步骤,Default,5.0,neutral,frustration
SHARE_5283,Files_4005,Files,Ozone hole slowly healing.,Default,2.0,frustration,satisfaction
SHARE_5288,Files_4010,Files,Cyber Essay: Encryption Impact,Default,2.0,caution,caution
SHARE_5289,Files_4010,Files,Abstract Generation,Default,3.0,neutral,satisfaction
SHARE_5290,Files_4010,Files,Copy Directory In Docker,Default,5.0,frustration,satisfaction
SHARE_5291,Files_4010,Files,Clean Data: Web-to-SQL,Default,10.0,frustration,satisfaction
SHARE_5292,Files_4010,Files,Epigraphic Transliteration and Translation,Default,2.0,neutral,satisfaction
SHARE_5294,Files_4012,Files,Flash Duel: Napkin vs. Skull,Default,4.0,frustration,frustration
SHARE_5295,Files_4013,Files,Corecore: Simplified Trend Explanation,Default,1.0,satisfaction,satisfaction
SHARE_5297,Files_4015,Files,Role of the Unconscious,Default,2.0,satisfaction,satisfaction
SHARE_5298,Files_4016,Files,Tech Aid Dilemma,Default,5.0,frustration,neutral
SHARE_5307,Files_4025,Files,Custom Bazel Rule: ProtocPy,Default,60.0,frustration,caution
SHARE_5309,Files_4027,Files,Adapter Pattern in JS,Default,6.0,frustration,satisfaction
SHARE_5310,Files_4028,Files,Initialization and Momentum in Neural Networks,Default,11.0,satisfaction,satisfaction
SHARE_5313,Files_4029,Files,Java Collection Differences,Default,9.0,frustration,satisfaction
SHARE_5314,Files_4029,Files,DBMS Interview Q&A,Default,6.0,neutral,caution
SHARE_5315,Files_4029,Files,SQL vs MySQL,Default,4.0,frustration,satisfaction
SHARE_5316,Files_4029,Files,Java Basics & Advanced Concepts,Default,5.0,frustration,satisfaction
SHARE_5318,Files_4029,Files,Java Access Modifiers.,Default,4.0,frustration,satisfaction
SHARE_5319,Files_4029,Files,Aptitude Test Result: B) One Column,Default,15.0,neutral,satisfaction
SHARE_5320,Files_4029,Files,SysDes: Q&A System Design,Default,5.0,frustration,caution
SHARE_5321,Files_4029,Files,Python & ML Interview QA,Default,4.0,satisfaction,satisfaction
SHARE_5325,Files_4031,Files,Hugging Face Trainer: LM,Default,4.0,satisfaction,satisfaction
SHARE_5327,Files_4033,Files,Failed TaskViewModel Instance,Default,8.0,frustration,neutral
SHARE_5328,Files_4033,Files,Initialize TaskViewModel property,Default,4.0,neutral,caution
SHARE_5329,Files_4033,Files,Great Android UI Inspiration,Default,1.0,satisfaction,satisfaction
SHARE_5330,Files_4033,Files,"ToDo App: Design, UI/UX",Default,15.0,frustration,caution
SHARE_5331,Files_4033,Files,Pass Color from RecyclerView.,Default,5.0,frustration,satisfaction
SHARE_5332,Files_4033,Files,Room Basics and Implementation,Default,4.0,neutral,caution
SHARE_5333,Files_4033,Files,Update Task Entry Functionality,Default,6.0,neutral,satisfaction
SHARE_5347,Files_4039,Files,Pseudo-efedrine Proces,Default,2.0,neutral,neutral
SHARE_5348,Files_4040,Files,Addition Template Examples.,Default,2.0,neutral,neutral
SHARE_5352,Files_4044,Files,Mapping Engine Types,Default,10.0,frustration,satisfaction
SHARE_5353,Files_4045,Files,Generate JavaScript Alert,Default,3.0,frustration,satisfaction
SHARE_5355,Files_4047,Files,Research Management Platform,Default,6.0,frustration,caution
SHARE_5356,Files_4048,Files,Minimal Personal Webpage.,Default,24.0,frustration,satisfaction
SHARE_5358,Files_4050,Files,Jean Tatlock and the US Government - Evidence and Skepticism,Default,16.0,frustration,satisfaction
SHARE_5359,Files_4051,Files,MPC Control Strategy,Default,13.0,neutral,satisfaction
SHARE_5363,Files_4055,Files,Reasoning System - KB Queries,Default,13.0,frustration,satisfaction
SHARE_5366,Files_4058,Files,Imaginary Depths Unveiled.,Default,5.0,satisfaction,satisfaction
SHARE_5367,Files_4059,Files,Imaginary Mind Unleashed,Default,2.0,satisfaction,satisfaction
SHARE_5378,Files_4068,Files,New chat,Default,10.0,neutral,neutral
SHARE_5379,Files_4069,Files,Adapting GitHub Workflow for Repos,Default,4.0,frustration,satisfaction
SHARE_5381,Files_4071,Files,Update Columns: Nazi & Hate,Default,5.0,neutral,satisfaction
SHARE_5383,Files_4073,Files,March Madness Algorithm: Rankings,Default,3.0,satisfaction,satisfaction
SHARE_5389,Files_4078,Files,Evaluating Hair Length Dispute,Default,1.0,frustration,caution
SHARE_5391,Files_4078,Files,Haircut Dispute NTA Verdict,Default,1.0,frustration,satisfaction
SHARE_5394,Files_4079,Files,Error in EyeCatcherWithData,Default,7.0,frustration,neutral
SHARE_5396,Files_4081,Files,Haskell: Compile & Run,Default,4.0,neutral,satisfaction
SHARE_5397,Files_4082,Files,前后端分离简介,Default,1.0,frustration,neutral
SHARE_5398,Files_4083,Files,Derivative value at 1: 10,Default,2.0,neutral,neutral
SHARE_5399,Files_4084,Files,Cylinder Generator in Kotlin,Default,3.0,frustration,satisfaction
SHARE_5401,Files_4086,Files,Code Comparison: Time & Space,Default,5.0,frustration,satisfaction
SHARE_5402,Files_4087,Files,Quivr Backend with LLM,Default,5.0,neutral,neutral
SHARE_5404,Files_4089,Files,Math with Python,Default,52.0,frustration,satisfaction
SHARE_5405,Files_4090,Files,Long Form Data Conversion,Default,6.0,neutral,satisfaction
SHARE_5406,Files_4091,Files,Ecto User with Build IDs,Default,9.0,frustration,satisfaction
SHARE_5408,Files_4091,Files,Multiple STM32 on JTAG,Default,8.0,frustration,caution
SHARE_5409,Files_4091,Files,UserWithBuilds Query.,Default,1.0,neutral,satisfaction
SHARE_5415,Files_4095,Files,Text-to-Speech from File,Default,21.0,neutral,frustration
SHARE_5416,Files_4096,Files,PIDINST JSON for HRS750,Default,20.0,frustration,satisfaction
SHARE_5421,Files_4099,Files,Head Projections in Transformers,Default,2.0,satisfaction,satisfaction
SHARE_5422,Files_4100,Files,Exil:Trans Data Visualization 1,Default,27.0,neutral,satisfaction
SHARE_5423,Files_4100,Files,Exil:Trans Data Visualization.,Default,23.0,neutral,satisfaction
SHARE_5427,Files_4104,Files,Go TUI Todo App,Default,4.0,frustration,frustration
SHARE_5428,Files_4105,Files,Wirathu in Mianmar: Identity & Social Media,Default,1.0,frustration,neutral
SHARE_5430,Files_4107,Files,GitHub Merge Strategies,Default,6.0,caution,neutral
SHARE_5438,Files_4115,Files,GTK Select2D,Default,19.0,neutral,satisfaction
SHARE_5440,Files_4117,Files,Express Server Creation,Default,72.0,caution,frustration
SHARE_5441,Files_4118,Files,Custom Twitter Logo Extension,Default,5.0,neutral,satisfaction
SHARE_5442,Files_4119,Files,Prime Pebble Proof.,Default,70.0,frustration,caution
SHARE_5443,Files_4120,Files,Logistic Visualization in Altair,Default,1.0,frustration,satisfaction
SHARE_5444,Files_4121,Files,Java IDE Setup Guide,Default,12.0,frustration,caution
SHARE_5445,Files_4122,Files,Zero-Shot Prompts,Default,4.0,frustration,frustration
SHARE_5447,Files_4122,Files,中医病症识别与治疗原则,Default,2.0,frustration,neutral
SHARE_5449,Files_4122,Files,CRISPE Prompt Framework,Default,2.0,neutral,neutral
SHARE_5450,Files_4122,Files,中医文献症状提取,Default,2.0,frustration,neutral
SHARE_5454,Files_4124,Files,Sample Transcript Manabi Mentor,Default,9.0,neutral,satisfaction
SHARE_5455,Files_4125,Files,Delete JSON Item with JavaScript,Default,3.0,neutral,satisfaction
SHARE_5457,Files_4127,Files,Twitter Time Analysis.,Default,1.0,satisfaction,satisfaction
SHARE_5458,Files_4127,Files,Duration Analysis of Learning,Default,1.0,satisfaction,satisfaction
SHARE_5459,Files_4127,Files,"Select ""tweetText"" DOM elements.",Default,8.0,frustration,satisfaction
SHARE_5460,Files_4127,Files,Filter UTF-8 Data,Default,2.0,satisfaction,satisfaction
SHARE_5462,Files_4129,Files,AI教师角色扮演,Default,14.0,frustration,frustration
SHARE_5464,Files_4131,Files,Ozone Safety and Smoke Odors,Default,6.0,frustration,caution
SHARE_5467,Files_4134,Files,Move Related Pages Horizontally,Default,1.0,frustration,satisfaction
SHARE_5471,Files_4137,Files,State Machine Basics,Default,2.0,neutral,neutral
SHARE_5478,Files_4144,Files,3D Capsule-Triangle Collision Detection,Default,9.0,neutral,satisfaction
SHARE_5479,Files_4145,Files,JS Basketball Game,Default,42.0,frustration,satisfaction
SHARE_5484,Files_4149,Files,Food Blog Website with PHP,Default,25.0,neutral,satisfaction
SHARE_5485,Files_4150,Files,异步队列实现,Default,3.0,neutral,frustration
SHARE_5487,Files_4152,Files,String Extraction: JS Code,Default,1.0,neutral,satisfaction
SHARE_5489,Files_4154,Files,JSON for Number-Color Mapping,Default,4.0,neutral,satisfaction
SHARE_5493,Files_4157,Files,Flask App Query Error,Default,2.0,frustration,caution
SHARE_5494,Files_4158,Files,Sort Map by Value,Default,2.0,neutral,satisfaction
SHARE_5495,Files_4159,Files,New chat,Default,3.0,frustration,satisfaction
SHARE_5502,Files_4165,Files,HF Training Arguments Explained,Default,8.0,frustration,satisfaction
SHARE_5503,Files_4166,Files,Permission to Create,Default,5.0,satisfaction,frustration
SHARE_5512,Files_4172,Files,Create HTML Website,Default,65.0,frustration,satisfaction
SHARE_5513,Files_4173,Files,Farming Game.,Default,574.0,frustration,caution
SHARE_5515,Files_4175,Files,Precisão e Recall na Classificação,Default,3.0,satisfaction,satisfaction
SHARE_5517,Files_4177,Files,Serial Port Data Handling,Default,25.0,frustration,caution
SHARE_5518,Files_4178,Files,VGA Controller Verilog Model,Default,28.0,caution,caution
SHARE_5519,Files_4179,Files,No YouTube Transcription.,Default,1.0,neutral,frustration
SHARE_5520,Files_4180,Files,Optimizing JS Web Scraping,Default,13.0,frustration,satisfaction
SHARE_5522,Files_4182,Files,Packery with imagesLoaded.,Default,1.0,frustration,caution
SHARE_5523,Files_4183,Files,HTM Theory Critiques,Default,29.0,frustration,satisfaction
SHARE_5524,Files_4184,Files,New chat,Default,19.0,neutral,neutral
SHARE_5525,Files_4185,Files,D: UT-3.5,Default,1.0,satisfaction,satisfaction
SHARE_5527,Files_4187,Files,列出并删除最早的10个文件,Default,10.0,neutral,frustration
SHARE_5528,Files_4188,Files,Company History Overview,Default,6.0,frustration,satisfaction
SHARE_5529,Files_4189,Files,Decrease API Usage in rclone VFS,Default,4.0,frustration,caution
SHARE_5532,Files_4192,Files,React Router Einführung,Default,3.0,frustration,satisfaction
SHARE_5533,Files_4193,Files,Teams Shape Software Structure,Default,1.0,frustration,satisfaction
SHARE_5535,Files_4195,Files,Remove Scrollbar from Input,Default,11.0,neutral,satisfaction
SHARE_5541,Files_4196,Files,Extract Title and Summary,Default,1.0,frustration,satisfaction
SHARE_5544,Files_4198,Files,Janet Programming Language Introduction,Default,9.0,frustration,satisfaction
SHARE_5546,Files_4200,Files,Overhaul-UFBAS: TEI to SKOS,Default,1.0,neutral,satisfaction
SHARE_5547,Files_4201,Files,Scraping Bank Holidays (C++),Default,20.0,frustration,satisfaction
SHARE_5554,Files_4207,Files,Permission Denied on MacBook,Default,2.0,frustration,caution
SHARE_5555,Files_4208,Files,Nix NodeJS Setup,Default,2.0,frustration,frustration
SHARE_5556,Files_4209,Files,Currency Conversion with OkHttp,Default,4.0,frustration,caution
SHARE_5557,Files_4209,Files,Numeric EditText in Android,Default,9.0,neutral,satisfaction
SHARE_5558,Files_4209,Files,Dev Doc for Currency Converter,Default,3.0,satisfaction,satisfaction
SHARE_5559,Files_4209,Files,HTTP & Parsing in Kotlin,Default,1.0,satisfaction,caution
SHARE_5560,Files_4209,Files,Android Projects for Development,Default,4.0,satisfaction,satisfaction
SHARE_5561,Files_4209,Files,Importing Images in Android,Default,7.0,satisfaction,satisfaction
SHARE_5562,Files_4209,Files,Android Currency Converter App,Default,17.0,frustration,satisfaction
SHARE_5565,Files_4211,Files,Two-pointer approach explained.,Default,9.0,satisfaction,satisfaction
SHARE_5568,Files_4214,Files,Django Admin Features,Default,1.0,satisfaction,satisfaction
SHARE_5572,Files_4218,Files,Security Rules Incomplete.,Default,6.0,frustration,satisfaction
SHARE_5573,Files_4219,Files,Network Security Policy Examples.,Default,5.0,caution,caution
SHARE_5600,Files_4239,Files,HTML Crawler NPM Packages,Default,1.0,neutral,satisfaction
SHARE_5602,Files_4241,Files,Imaginary Mind Unveiled.,Default,8.0,satisfaction,satisfaction
SHARE_5610,Files_4248,Files,Javadoc API Documentation Course,Default,17.0,frustration,satisfaction
SHARE_5611,Files_4249,Files,Prague's Historical States.,Default,3.0,satisfaction,caution
SHARE_5612,Files_4250,Files,Website com Login JavaScript.,Default,45.0,neutral,neutral
SHARE_5613,Files_4251,Files,PHP Session Token Generator,Default,7.0,frustration,caution
SHARE_5614,Files_4252,Files,Build Static Blog,Default,3.0,frustration,satisfaction
SHARE_5618,Files_4256,Files,Email Bot Decision Making,Default,7.0,satisfaction,caution
SHARE_5619,Files_4257,Files,Eigenvalues & Eigenvectors: Step-by-Step,Default,3.0,frustration,frustration
SHARE_5620,Files_4258,Files,Billing Quota Exceeded,Default,2.0,frustration,frustration
SHARE_5621,Files_4259,Files,Extract Chat Data,Default,19.0,frustration,satisfaction
SHARE_5622,Files_4260,Files,Playwright E2E Mocking,Default,1.0,neutral,satisfaction
SHARE_5625,Files_4262,Files,JSP/Servler/Hybernet Questions,Default,10.0,neutral,satisfaction
SHARE_5627,Files_4264,Files,Time Scarcity and Envy,Default,1.0,frustration,satisfaction
SHARE_5629,Files_4266,Files,Dynamic URL Construction,Default,14.0,neutral,satisfaction
SHARE_5638,Files_4267,Files,Population Trends by Prefecture,Default,1.0,frustration,satisfaction
SHARE_5644,Files_4268,Files,Improved wandb Sweeps Flow,Default,1.0,frustration,satisfaction
SHARE_5648,Files_4270,Files,Calculate Spent by Category.,Default,3.0,frustration,satisfaction
SHARE_5650,Files_4272,Files,Imaginary Mind Unveiled.,Default,3.0,satisfaction,satisfaction
SHARE_5656,Files_4277,Files,Exploring the depths of IEm,Default,4.0,satisfaction,satisfaction
SHARE_5657,Files_4278,Files,Resize Image to 4K,Default,1.0,neutral,satisfaction
SHARE_5661,Files_4279,Files,Git Commit vs Staging,Default,11.0,frustration,satisfaction
SHARE_5664,Files_4281,Files,Karatsuba Errors and Inaccuracies,Default,15.0,caution,satisfaction
SHARE_5666,Files_4281,Files,Code Errors & Clarifications.,Default,8.0,satisfaction,satisfaction
SHARE_5669,Files_4281,Files,Python Turtle Fractal Guide,Default,5.0,caution,caution
SHARE_5670,Files_4282,Files,KMeans Clustering Program,Default,4.0,frustration,frustration
SHARE_5672,Files_4284,Files,Passing IDs between JS files,Default,2.0,neutral,neutral
SHARE_5673,Files_4285,Files,ChatGPT Plugin Ideas,Default,6.0,satisfaction,satisfaction
